Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
Kyrgyz Republic                         ,Other Manufactures,7.6,26.1,15,7.2,22.6,20,3.8,32.1
Cambodia                                ,Live animals and meat,30.5,0,40,14.1,9.3,35,0.3,7.7
Cambodia                                ,Dairy products,35.8,0,40,11,0,35,0.3,0
Cambodia                                ,Fruits and vegetables,27.2,0,40,11.8,4.6,35,0.2,0.0
Cambodia                                ,"Coffee, tea, cocoa and spices",36.9,0,40,19.8,0,35,0.1,0
Cambodia                                ,Cereals and food preparations,25.5,0,40,7.2,28.2,15,1.7,1.9
Cambodia                                ,"Oilseeds, fats and oils",24.3,0,40,8.3,7.3,15,0.1,8.9
Cambodia                                ,Sugars and confectionery,27.9,0,40,7,0,7,0.3,0
Cambodia                                ,Beverages and tobacco,42.7,0,60,27.5,0,35,1.8,0
Cambodia                                ,"Cotton, silk and wool",7,0,7,3.4,52.0,7,0.0,93.6
Cambodia                                ,Other agricultural products,23.9,0,40,8.3,34.4,35,2.2,61.0
Cambodia                                ,Fish and fish products,26.7,0,40,13.8,1.3,35,0.2,42.2
Cambodia                                ,Minerals and metals,20.7,0,40,6.1,28.0,35,27.4,76.0
Cambodia                                ,Petroleum,25,0,40,11.3,3.5,35,8.3,4.1
Cambodia                                ,Chemicals,9.4,0,40,6.4,20.4,35,10.4,44.4
Cambodia                                ,"Wood, paper, furniture",25.4,0,35,9.8,4.1,35,3.3,0.5
Cambodia                                ,Textiles,9.9,0,35,5.3,26.0,15,18.6,6.7
Cambodia                                ,Clothing,17.5,0,18,15,0,15,0.5,0
Cambodia                                ,"Rubber, leather and footwear",28.2,0,40,10.4,1.5,35,3.4,0.2
Cambodia                                ,"Mechanical, office and computing machinery",15.5,1.8,35,11.3,16.2,15,4.7,27.2
Cambodia                                ,Electrical machinery and electronic equipment,25.7,10.6,35,12.9,10.9,35,5.1,10.3
Cambodia                                ,Transport equipment,24.4,0,43,13.9,8.5,35,8.1,7.0
Cambodia                                ,Other Manufactures,25.1,0.7,35,11.8,23.5,35,3.1,12.7
Kiribati                                ,Live animals and meat,,,,0,100.0,0,6.7,100.0
Kiribati                                ,Dairy products,,,,0,100.0,0,1.3,100.0
Kiribati                                ,Fruits and vegetables,,,,0,100.0,0,1.4,100.0
Kiribati                                ,"Coffee, tea, cocoa and spices",,,,0,100.0,0,1.0,100.0
Kiribati                                ,Cereals and food preparations,,,,0,100.0,0,10.3,100.0
Kiribati                                ,"Oilseeds, fats and oils",,,,0,100.0,0,0.8,100.0
Kiribati                                ,Sugars and confectionery,,,,0,100.0,0,3.7,100.0
Kiribati                                ,Beverages and tobacco,,,,0,100.0,0,6.9,100.0
Kiribati                                ,"Cotton, silk and wool",,,,0,100.0,0,0.0,100.0
Kiribati                                ,Other agricultural products,,,,0,100.0,0,7.3,100.0
Kiribati                                ,Fish and fish products,,,,0,100.0,0,1.8,100.0
Kiribati                                ,Minerals and metals,,,,0,100.0,0,7.1,100.0
Kiribati                                ,Petroleum,,,,0.1,92.8,2,11.8,99.7
Kiribati                                ,Chemicals,,,,0,100.0,0,5.5,100.0
Kiribati                                ,"Wood, paper, furniture",,,,0,100.0,0,6.0,100.0
Kiribati                                ,Textiles,,,,0,100.0,0,3.8,100.0
Kiribati                                ,Clothing,,,,0,100.0,0,1.2,100.0
Kiribati                                ,"Rubber, leather and footwear",,,,0,100.0,0,1.2,100.0
Kiribati                                ,"Mechanical, office and computing machinery",,,,0,100.0,0,4.5,100.0
Kiribati                                ,Electrical machinery and electronic equipment,,,,0,100.0,0,7.6,100.0
Kiribati                                ,Transport equipment,,,,0,100.0,0,6.1,100.0
Kiribati                                ,Other Manufactures,,,,0,100.0,0,4.0,100.0
Comoros                                 ,Live animals and meat,,,,6.2,49.1,20,1.9,84.0
Comoros                                 ,Dairy products,,,,3.2,84.0,20,2.2,100.0
Comoros                                 ,Fruits and vegetables,,,,8.2,0,20,1.2,0
Comoros                                 ,"Coffee, tea, cocoa and spices",,,,20,0,20,0.3,0
Comoros                                 ,Cereals and food preparations,,,,18,7.1,20,13.8,91.4
Comoros                                 ,"Oilseeds, fats and oils",,,,6.2,63.0,20,1.4,98.8
Comoros                                 ,Sugars and confectionery,,,,14.1,29.4,20,1.6,93.5
Comoros                                 ,Beverages and tobacco,,,,18.4,3.8,20,2.5,7.4
Comoros                                 ,"Cotton, silk and wool",,,,20,0,20,0.0,0
Comoros                                 ,Other agricultural products,,,,15.6,21.8,20,0.2,89.1
Comoros                                 ,Fish and fish products,,,,2.5,87.4,20,0.7,4.1
Comoros                                 ,Minerals and metals,,,,17.3,3.5,20,13.8,83.6
Comoros                                 ,Petroleum,,,,18,10.0,20,32.0,74.3
Comoros                                 ,Chemicals,,,,18,7.6,20,4.3,20.0
Comoros                                 ,"Wood, paper, furniture",,,,3,45.9,20,3.5,36.8
Comoros                                 ,Textiles,,,,18.5,0,20,1.1,0
Comoros                                 ,Clothing,,,,20,0,20,0.9,0
Comoros                                 ,"Rubber, leather and footwear",,,,12.3,3.2,20,1.2,2.4
Comoros                                 ,"Mechanical, office and computing machinery",,,,18.7,6.1,25,1.8,29.1
Comoros                                 ,Electrical machinery and electronic equipment,,,,18.5,2.5,26,3.0,11.0
Comoros                                 ,Transport equipment,,,,11,13.2,20,11.0,77.0
Comoros                                 ,Other Manufactures,,,,14,9.8,20,1.7,7.5
Saint Kitts and Nevis                   ,Live animals and meat,99.1,0,100,,,,,
Saint Kitts and Nevis                   ,Dairy products,99,0,100,,,,,
Saint Kitts and Nevis                   ,Fruits and vegetables,116.9,0,250,,,,,
Saint Kitts and Nevis                   ,"Coffee, tea, cocoa and spices",116.2,0,182,,,,,
Saint Kitts and Nevis                   ,Cereals and food preparations,102.9,0,150,,,,,
Saint Kitts and Nevis                   ,"Oilseeds, fats and oils",133.9,0,175,,,,,
Saint Kitts and Nevis                   ,Sugars and confectionery,108.8,0,130,,,,,
Saint Kitts and Nevis                   ,Beverages and tobacco,113.6,0,192,,,,,
Saint Kitts and Nevis                   ,"Cotton, silk and wool",100,0,100,,,,,
Saint Kitts and Nevis                   ,Other agricultural products,98.9,0,130,,,,,
Saint Kitts and Nevis                   ,Fish and fish products,100,0,100,,,,,
Saint Kitts and Nevis                   ,Minerals and metals,70,0,70,,,,,
Saint Kitts and Nevis                   ,Petroleum,86,0,150,,,,,
Saint Kitts and Nevis                   ,Chemicals,70.1,0,153,,,,,
Saint Kitts and Nevis                   ,"Wood, paper, furniture",78.3,0,170,,,,,
Saint Kitts and Nevis                   ,Textiles,70.8,0,87,,,,,
Saint Kitts and Nevis                   ,Clothing,71.7,0,93,,,,,
Saint Kitts and Nevis                   ,"Rubber, leather and footwear",70,0,70,,,,,
Saint Kitts and Nevis                   ,"Mechanical, office and computing machinery",70,0,70,,,,,
Saint Kitts and Nevis                   ,Electrical machinery and electronic equipment,70,0,93,,,,,
Saint Kitts and Nevis                   ,Transport equipment,70,0,70,,,,,
Saint Kitts and Nevis                   ,Other Manufactures,71.1,0,160,,,,,
"Korea, Republic of                      ",Live animals and meat,26.6,0.4,89,21.7,3.1,89,1.0,0.0
"Korea, Republic of                      ",Dairy products,62.3,0,176,57.9,0,176,0.3,0
"Korea, Republic of                      ",Fruits and vegetables,69.7,0,887,67.4,0.2,887,0.5,0.0
"Korea, Republic of                      ","Coffee, tea, cocoa and spices",62.4,0,514,52.9,0,514,0.3,0
"Korea, Republic of                      ",Cereals and food preparations,204.8,0,800,211.7,0.2,800,1.4,5.5
"Korea, Republic of                      ","Oilseeds, fats and oils",56,0,630,45.6,1.4,630,0.5,0.0
"Korea, Republic of                      ",Sugars and confectionery,32.2,0,243,15.7,0,243,0.2,0
"Korea, Republic of                      ",Beverages and tobacco,43,0,270,31.3,0,270,0.3,0
"Korea, Republic of                      ","Cotton, silk and wool",5.8,0,52,3.9,64.0,52,0.1,98.5
"Korea, Republic of                      ",Other agricultural products,25.3,10.4,754,18.4,13.9,754,0.9,11.6
"Korea, Republic of                      ",Fish and fish products,14.7,0,32,16.7,0.4,32,0.9,1.9
"Korea, Republic of                      ",Minerals and metals,7.5,23.0,35,4.5,27.4,8,23.7,43.2
"Korea, Republic of                      ",Petroleum,8.9,0,13,4.4,9.6,8,18.1,0
"Korea, Republic of                      ",Chemicals,5.8,7.5,342,5.5,7.8,30,10.7,16.9
"Korea, Republic of                      ","Wood, paper, furniture",3.6,66.5,13,2.9,57.4,10,1.5,62.0
"Korea, Republic of                      ",Textiles,16.7,0.3,30,9,1.5,13,1.2,3.3
"Korea, Republic of                      ",Clothing,28.4,0,35,12.5,0,13,1.7,0
"Korea, Republic of                      ","Rubber, leather and footwear",12,0.1,16,7.6,2.7,16,1.4,7.1
"Korea, Republic of                      ","Mechanical, office and computing machinery",8.8,29.0,20,5.6,26.6,13,9.3,61.3
"Korea, Republic of                      ",Electrical machinery and electronic equipment,7.3,45.0,20,5,34.9,13,18.1,75.8
"Korea, Republic of                      ",Transport equipment,8.2,25.4,20,5.6,27.5,10,3.7,18.4
"Korea, Republic of                      ",Other Manufactures,8.7,32.0,16,5.2,33.6,13,4.1,65.6
"Kuwait, the State of                    ",Live animals and meat,100,0,100,2.8,36.8,5,3.2,34.6
"Kuwait, the State of                    ",Dairy products,100,0,100,5,0,5,1.9,0
"Kuwait, the State of                    ",Fruits and vegetables,100,0,100,3.1,38.6,5,3.0,64.5
"Kuwait, the State of                    ","Coffee, tea, cocoa and spices",100,0,100,3.9,20.4,5,1.3,34.9
"Kuwait, the State of                    ",Cereals and food preparations,100,0,100,3.6,38.5,100,4.1,57.3
"Kuwait, the State of                    ","Oilseeds, fats and oils",100,0,100,4.9,2.7,5,0.9,0.0
"Kuwait, the State of                    ",Sugars and confectionery,100,0,100,3.5,29.4,5,0.4,51.1
"Kuwait, the State of                    ",Beverages and tobacco,100,0,100,35.7,0.6,100,1.7,0.0
"Kuwait, the State of                    ","Cotton, silk and wool",100,0,100,5,0,5,0.0,0
"Kuwait, the State of                    ",Other agricultural products,100,0,100,4.3,13.6,5,1.0,39.8
"Kuwait, the State of                    ",Fish and fish products,100,0,100,3.6,28.2,5,0.7,72.0
"Kuwait, the State of                    ",Minerals and metals,99.9,0.1,100,4.9,2.4,5,19.3,16.6
"Kuwait, the State of                    ",Petroleum,-,-,-,5,0,5,0.5,0
"Kuwait, the State of                    ",Chemicals,99.9,0.1,100,4.6,11.5,100,13.0,39.3
"Kuwait, the State of                    ","Wood, paper, furniture",100,0,100,4.8,4.4,5,3.6,3.7
"Kuwait, the State of                    ",Textiles,100,0,100,5,0,5,1.7,0
"Kuwait, the State of                    ",Clothing,100,0,100,5,0,5,4.4,0
"Kuwait, the State of                    ","Rubber, leather and footwear",100,0,100,5,0,5,2.6,0
"Kuwait, the State of                    ","Mechanical, office and computing machinery",94.3,5.7,100,4.5,10.3,5,8.5,23.7
"Kuwait, the State of                    ",Electrical machinery and electronic equipment,79.6,20.4,100,3.7,25.4,5,9.8,52.9
"Kuwait, the State of                    ",Transport equipment,100,0,100,4.3,14.2,5,13.7,0.8
"Kuwait, the State of                    ",Other Manufactures,95.2,4.8,100,4.7,6.8,5,4.8,7.9
Kazakhstan                              ,Live animals and meat,17.6,8.8,137,13.8,19.0,95,1.0,4.4
Kazakhstan                              ,Dairy products,13,0,15,12.9,0,15,0.9,0
Kazakhstan                              ,Fruits and vegetables,8.6,0.2,15,8.2,4.8,15,2.1,0.1
Kazakhstan                              ,"Coffee, tea, cocoa and spices",5,2.2,16,4.7,9.3,16,0.9,14.0
Kazakhstan                              ,Cereals and food preparations,9.2,2.2,20,8.6,2.7,20,2.4,0.5
Kazakhstan                              ,"Oilseeds, fats and oils",6.3,33.9,15,5.7,38.8,15,1.1,41.1
Kazakhstan                              ,Sugars and confectionery,9.5,0,58,9,0,53,1.0,0
Kazakhstan                              ,Beverages and tobacco,18.5,2.1,207,17.4,4.0,197,1.6,0
Kazakhstan                              ,"Cotton, silk and wool",4.8,20.0,10,4.4,20.0,10,0.0,73.1
Kazakhstan                              ,Other agricultural products,5.6,3.7,15,5.3,11.8,15,0.7,14.4
Kazakhstan                              ,Fish and fish products,0.8,88.6,14,0.4,93.5,14,0.4,82.5
Kazakhstan                              ,Minerals and metals,7,6.6,15,6.5,12.6,15,17.9,9.1
Kazakhstan                              ,Petroleum,5,0,5,4.4,12.7,5,1.6,0
Kazakhstan                              ,Chemicals,4.8,8.8,8,4.3,15.7,8,14.8,27.2
Kazakhstan                              ,"Wood, paper, furniture",5.1,35.7,15,5.4,32.5,15,3.3,21.6
Kazakhstan                              ,Textiles,7.4,0.2,15,7.2,0.4,15,1.9,0.1
Kazakhstan                              ,Clothing,8.5,0,38,7.7,0,15,3.3,0
Kazakhstan                              ,"Rubber, leather and footwear",5.7,4.1,15,5.3,14.7,15,2.7,5.7
Kazakhstan                              ,"Mechanical, office and computing machinery",4.2,32.5,15,1.7,78.5,15,14.7,67.1
Kazakhstan                              ,Electrical machinery and electronic equipment,5.2,38.4,15,3.9,52.5,15,10.7,58.3
Kazakhstan                              ,Transport equipment,7.5,12.4,15,7.2,21.8,15,12.3,4.2
Kazakhstan                              ,Other Manufactures,7.1,22.2,15,6.2,30.5,15,4.5,34.8
Lao People's Democratic Republic        ,Live animals and meat,16.4,0,50,10.6,0,30,2.2,0
Lao People's Democratic Republic        ,Dairy products,5.8,0,10,5.2,0,10,0.1,0
Lao People's Democratic Republic        ,Fruits and vegetables,17.9,2.3,80,12.8,6.2,40,1.0,3.5
Lao People's Democratic Republic        ,"Coffee, tea, cocoa and spices",39.4,0,60,21,0,40,0.1,0
Lao People's Democratic Republic        ,Cereals and food preparations,13.3,28.6,90,6.5,28.6,30,2.0,6.6
Lao People's Democratic Republic        ,"Oilseeds, fats and oils",22.9,23.5,60,11.3,22.1,30,0.2,14.5
Lao People's Democratic Republic        ,Sugars and confectionery,13.8,5.9,40,10.6,5.9,30,3.3,0
Lao People's Democratic Republic        ,Beverages and tobacco,18.3,0,60,10.6,36.0,40,4.5,10.8
Lao People's Democratic Republic        ,"Cotton, silk and wool",14.8,8.0,30,5.2,8.0,20,0.0,9.4
Lao People's Democratic Republic        ,Other agricultural products,23,5.7,60,10.6,4.1,30,2.0,1.7
Lao People's Democratic Republic        ,Fish and fish products,31.2,0,50,12.1,0,30,0.2,0
Lao People's Democratic Republic        ,Minerals and metals,15.3,0,40,5.8,0,20,12.9,0
Lao People's Democratic Republic        ,Petroleum,6.5,0,15,5.1,0,5,18.7,0
Lao People's Democratic Republic        ,Chemicals,19.6,0.4,50,6.5,0,40,10.2,0
Lao People's Democratic Republic        ,"Wood, paper, furniture",30.2,0,50,15,0,40,8.2,0
Lao People's Democratic Republic        ,Textiles,17.5,0,40,8.8,0,30,3.7,0
Lao People's Democratic Republic        ,Clothing,19.9,0,20,10,0,10,0.2,0
Lao People's Democratic Republic        ,"Rubber, leather and footwear",26.3,0,40,11.3,0,30,2.1,0
Lao People's Democratic Republic        ,"Mechanical, office and computing machinery",12.3,0,50,5.9,0,40,10.3,0
Lao People's Democratic Republic        ,Electrical machinery and electronic equipment,14,0,40,7.4,0,20,6.9,0
Lao People's Democratic Republic        ,Transport equipment,20.4,0,60,10,10.5,40,8.8,30.6
Lao People's Democratic Republic        ,Other Manufactures,21.6,0,40,9.3,0,40,2.2,0
Lebanese Republic                       ,Live animals and meat,,,,17,8.7,436,1.8,85.1
Lebanese Republic                       ,Dairy products,,,,46.8,24.0,654,0.9,22.6
Lebanese Republic                       ,Fruits and vegetables,,,,89.8,7.3,> 1000,1.5,14.4
Lebanese Republic                       ,"Coffee, tea, cocoa and spices",,,,6.5,13.0,92,1.0,10.3
Lebanese Republic                       ,Cereals and food preparations,,,,7.5,26.2,367,3.9,66.0
Lebanese Republic                       ,"Oilseeds, fats and oils",,,,20.8,51.2,617,2.0,80.2
Lebanese Republic                       ,Sugars and confectionery,,,,6.3,20.6,25,0.8,38.3
Lebanese Republic                       ,Beverages and tobacco,,,,22.4,6.0,70,1.2,17.9
Lebanese Republic                       ,"Cotton, silk and wool",,,,0,100.0,0,0.0,100.0
Lebanese Republic                       ,Other agricultural products,,,,14.9,30.1,535,0.9,5.3
Lebanese Republic                       ,Fish and fish products,,,,5,1.2,20,0.5,18.7
Lebanese Republic                       ,Minerals and metals,,,,4.5,40.7,162,16.0,63.0
Lebanese Republic                       ,Petroleum,,,,3.8,17.5,5,28.4,60.7
Lebanese Republic                       ,Chemicals,,,,2.4,62.4,20,8.5,52.0
Lebanese Republic                       ,"Wood, paper, furniture",,,,7.3,44.5,30,3.0,46.0
Lebanese Republic                       ,Textiles,,,,9,83.9,319,1.3,66.5
Lebanese Republic                       ,Clothing,,,,64.3,0,368,1.3,0
Lebanese Republic                       ,"Rubber, leather and footwear",,,,14,19.0,437,1.2,0.9
Lebanese Republic                       ,"Mechanical, office and computing machinery",,,,2.9,51.4,30,4.1,42.7
Lebanese Republic                       ,Electrical machinery and electronic equipment,,,,4.1,30.4,30,9.1,30.6
Lebanese Republic                       ,Transport equipment,,,,4.2,20.2,15,10.4,5.9
Lebanese Republic                       ,Other Manufactures,,,,5.4,2.9,40,2.0,3.4
Saint Lucia                             ,Live animals and meat,121.4,0,130,,,,,
Saint Lucia                             ,Dairy products,100,0,100,,,,,
Saint Lucia                             ,Fruits and vegetables,122.2,0,250,,,,,
Saint Lucia                             ,"Coffee, tea, cocoa and spices",117.4,0,182,,,,,
Saint Lucia                             ,Cereals and food preparations,106.8,0,160,,,,,
Saint Lucia                             ,"Oilseeds, fats and oils",131.8,0,175,,,,,
Saint Lucia                             ,Sugars and confectionery,108.8,0,130,,,,,
Saint Lucia                             ,Beverages and tobacco,123.2,0,182,,,,,
Saint Lucia                             ,"Cotton, silk and wool",100,0,100,,,,,
Saint Lucia                             ,Other agricultural products,100.4,0,190,,,,,
Saint Lucia                             ,Fish and fish products,121.2,0,130,,,,,
Saint Lucia                             ,Minerals and metals,52.2,0,153,,,,,
Saint Lucia                             ,Petroleum,100,0,120,,,,,
Saint Lucia                             ,Chemicals,50.8,0,157,,,,,
Saint Lucia                             ,"Wood, paper, furniture",63,0,170,,,,,
Saint Lucia                             ,Textiles,52.2,0,97,,,,,
Saint Lucia                             ,Clothing,53.3,0,93,,,,,
Saint Lucia                             ,"Rubber, leather and footwear",51.3,0,103,,,,,
Saint Lucia                             ,"Mechanical, office and computing machinery",50.7,0,100,,,,,
Saint Lucia                             ,Electrical machinery and electronic equipment,50.1,0,93,,,,,
Saint Lucia                             ,Transport equipment,60.8,0,143,,,,,
Saint Lucia                             ,Other Manufactures,56.4,0,206,,,,,
Sri Lanka                               ,Live animals and meat,49.9,0,50,14.1,30.9,40,0.0,42.5
Sri Lanka                               ,Dairy products,48.8,0,60,26.4,12.0,60,1.4,2.9
Sri Lanka                               ,Fruits and vegetables,50.9,0,60,20.2,3.0,58,2.1,33.0
Sri Lanka                               ,"Coffee, tea, cocoa and spices",49.9,0,60,20.4,0,60,1.1,0
Sri Lanka                               ,Cereals and food preparations,50.5,0,60,20.4,11.0,60,5.0,7.1
Sri Lanka                               ,"Oilseeds, fats and oils",49.7,0,50,19.7,2.7,59,0.6,0
Sri Lanka                               ,Sugars and confectionery,50,0,50,17.1,0,20,1.5,0
Sri Lanka                               ,Beverages and tobacco,51,0,175,76.1,0,175,0.6,0
Sri Lanka                               ,"Cotton, silk and wool",50,0,50,0,100.0,0,0.0,100.0
Sri Lanka                               ,Other agricultural products,49.6,0,60,10.5,40.3,60,1.6,42.7
Sri Lanka                               ,Fish and fish products,50,0,50,18.9,4.9,20,0.4,66.0
Sri Lanka                               ,Minerals and metals,50.4,0,75,7.3,58.8,43,13.4,75.9
Sri Lanka                               ,Petroleum,20,0,45,11.3,29.9,41,19.1,31.7
Sri Lanka                               ,Chemicals,10.2,4.7,60,3.7,86.1,437,13.5,83.1
Sri Lanka                               ,"Wood, paper, furniture",36.6,1.6,60,11.2,42.7,20,3.4,67.5
Sri Lanka                               ,Textiles,9.6,1.1,50,2.5,40.1,58,16.8,25.1
Sri Lanka                               ,Clothing,17.5,0,18,2.8,1.4,15,1.0,0.2
Sri Lanka                               ,"Rubber, leather and footwear",50,0,50,15.5,15.1,192,2.6,33.5
Sri Lanka                               ,"Mechanical, office and computing machinery",7.5,0,60,1.5,94.2,294,6.1,93.0
Sri Lanka                               ,Electrical machinery and electronic equipment,31.5,0,60,7.7,57.0,84,6.0,61.6
Sri Lanka                               ,Transport equipment,35,0,45,7.3,62.5,44,1.6,62.0
Sri Lanka                               ,Other Manufactures,30.2,0,100,9.5,49.1,22,2.1,66.4
Liberia                                 ,Live animals and meat,33.3,0,45,24.6,0,35,2.9,0
Liberia                                 ,Dairy products,22.8,0,45,16.1,0,35,0.3,0
Liberia                                 ,Fruits and vegetables,25.6,0,50,19.8,0,35,1.1,0
Liberia                                 ,"Coffee, tea, cocoa and spices",26.1,0,50,19.2,0,35,0.2,0
Liberia                                 ,Cereals and food preparations,19.8,0,45,12.1,0,35,14.6,0
Liberia                                 ,"Oilseeds, fats and oils",20.6,0,45,12.3,0,35,2.1,0
Liberia                                 ,Sugars and confectionery,21.6,0,45,12.6,0,35,0.8,0
Liberia                                 ,Beverages and tobacco,26.6,0,50,17.5,0,35,1.0,0
Liberia                                 ,"Cotton, silk and wool",15,0,15,5,0,5,0.0,0
Liberia                                 ,Other agricultural products,18.2,0,45,8.6,0,35,0.5,0
Liberia                                 ,Fish and fish products,35.9,0,40,16,0,20,1.3,0
Liberia                                 ,Minerals and metals,26.8,0,40,11.9,0.2,20,9.8,1.7
Liberia                                 ,Petroleum,24,0,30,7.7,19.0,10,30.2,6.5
Liberia                                 ,Chemicals,26.7,0.1,50,7,6.5,35,8.2,25.5
Liberia                                 ,"Wood, paper, furniture",32.2,0.3,50,12,3.8,20,1.7,5.2
Liberia                                 ,Textiles,28,0,50,16.2,0.2,35,1.7,2.6
Liberia                                 ,Clothing,30,0,30,20,0,20,0.2,0
Liberia                                 ,"Rubber, leather and footwear",30.2,0,40,12.3,1.3,20,2.0,3.0
Liberia                                 ,"Mechanical, office and computing machinery",19.9,0,40,6.2,0,20,5.5,0
Liberia                                 ,Electrical machinery and electronic equipment,22.8,0.3,40,12,0.6,20,4.9,3.3
Liberia                                 ,Transport equipment,22.7,0,40,8.4,1.8,20,9.2,0.0
Liberia                                 ,Other Manufactures,30.3,0,50,14.3,2.1,20,1.8,0.0
Lesotho                                 ,Live animals and meat,200,0,200,11.2,62.2,82,3.9,34.1
Lesotho                                 ,Dairy products,200,0,200,6.8,32.0,25,1.2,63.6
Lesotho                                 ,Fruits and vegetables,200,0,200,9.4,31.4,106,1.6,11.3
Lesotho                                 ,"Coffee, tea, cocoa and spices",200,0,200,4.4,70.4,25,0.6,62.3
Lesotho                                 ,Cereals and food preparations,200,0,200,8.4,41.2,102,8.3,75.9
Lesotho                                 ,"Oilseeds, fats and oils",197.9,0,200,7.4,21.2,10,1.2,3.3
Lesotho                                 ,Sugars and confectionery,200,0,200,9.1,58.8,37,0.8,12.4
Lesotho                                 ,Beverages and tobacco,200,0,200,20,8.7,111,4.6,0.7
Lesotho                                 ,"Cotton, silk and wool",200,0,200,1.2,89.3,15,5.1,0.1
Lesotho                                 ,Other agricultural products,196.3,0,200,5,64.9,25,1.5,87.7
Lesotho                                 ,Fish and fish products,61.1,0,200,6.4,64.2,30,0.3,32.0
Lesotho                                 ,Minerals and metals,60,0,60,5.2,60.6,30,8.2,51.7
Lesotho                                 ,Petroleum,60,0,60,0.6,55.6,15,12.6,97.5
Lesotho                                 ,Chemicals,60.1,0,200,2,85.4,30,8.7,58.5
Lesotho                                 ,"Wood, paper, furniture",60,0,60,7,57.2,30,4.0,33.2
Lesotho                                 ,Textiles,60,0,60,16.7,18.5,60,12.7,6.5
Lesotho                                 ,Clothing,60,0,60,40.9,2.0,45,3.0,0.1
Lesotho                                 ,"Rubber, leather and footwear",60,0,60,13.3,35.9,43,2.3,37.3
Lesotho                                 ,"Mechanical, office and computing machinery",60,0,60,1,92.9,25,4.5,95.2
Lesotho                                 ,Electrical machinery and electronic equipment,60,0,60,4.8,67.9,30,6.0,62.1
Lesotho                                 ,Transport equipment,60,0,60,6.8,61.9,30,4.4,31.6
Lesotho                                 ,Other Manufactures,60,0,60,3.5,80.2,45,4.4,73.8
Libya                                   ,Live animals and meat,,,,2.2,54.1,30,,
Libya                                   ,Dairy products,,,,0.6,88.0,5,,
Libya                                   ,Fruits and vegetables,,,,0,96.5,0,,
Libya                                   ,"Coffee, tea, cocoa and spices",,,,0,100.0,0,,
Libya                                   ,Cereals and food preparations,,,,0.4,98.7,30,,
Libya                                   ,"Oilseeds, fats and oils",,,,0.2,89.7,5,,
Libya                                   ,Sugars and confectionery,,,,0,100.0,0,,
Libya                                   ,Beverages and tobacco,,,,10.4,42.3,30,,
Libya                                   ,"Cotton, silk and wool",,,,5,0,5,,
Libya                                   ,Other agricultural products,,,,5,24.5,30,,
Libya                                   ,Fish and fish products,,,,0.1,97.9,5,,
Libya                                   ,Minerals and metals,,,,5.1,0.5,30,,
Libya                                   ,Petroleum,,,,5,0,5,,
Libya                                   ,Chemicals,,,,4.7,7.1,30,,
Libya                                   ,"Wood, paper, furniture",,,,5.4,0.9,30,,
Libya                                   ,Textiles,,,,4.9,1.4,5,,
Libya                                   ,Clothing,,,,5,0,5,,
Libya                                   ,"Rubber, leather and footwear",,,,5.1,1.9,30,,
Libya                                   ,"Mechanical, office and computing machinery",,,,4.9,2.9,5,,
Libya                                   ,Electrical machinery and electronic equipment,,,,5,2.0,30,,
Libya                                   ,Transport equipment,,,,5.9,5.0,30,,
Libya                                   ,Other Manufactures,,,,6.2,11.7,30,,
Morocco                                 ,Live animals and meat,95.1,0,289,69.5,0,200,0.2,0
Morocco                                 ,Dairy products,70.4,0,87,45.3,0,100,0.7,0
Morocco                                 ,Fruits and vegetables,34,0,34,32.8,0,40,1.1,0
Morocco                                 ,"Coffee, tea, cocoa and spices",34,0,34,16.3,0,40,0.9,0
Morocco                                 ,Cereals and food preparations,63.1,0,195,21.4,0,170,5.7,0
Morocco                                 ,"Oilseeds, fats and oils",93.1,0,236,17,0,50,1.7,0
Morocco                                 ,Sugars and confectionery,134.5,0,168,23.4,0,60,1.1,0
Morocco                                 ,Beverages and tobacco,34,0,34,38.8,0,49,0.5,0
Morocco                                 ,"Cotton, silk and wool",31.9,0,40,2.5,0,3,0.0,0
Morocco                                 ,Other agricultural products,36.5,0,163,10.2,0,49,1.7,0
Morocco                                 ,Fish and fish products,39.6,0,40,15.9,0,50,0.4,0
Morocco                                 ,Minerals and metals,39.4,0.2,45,12.7,0.1,40,19.2,13.4
Morocco                                 ,Petroleum,40,0,40,18.9,0,40,13.3,0
Morocco                                 ,Chemicals,39,0,45,5.7,0,40,13.1,0
Morocco                                 ,"Wood, paper, furniture",39,0,45,20.6,0,40,3.4,0
Morocco                                 ,Textiles,41.9,0,45,11.3,0,40,5.5,0
Morocco                                 ,Clothing,40.2,0,45,38.8,0,40,0.7,0
Morocco                                 ,"Rubber, leather and footwear",39.7,0,45,21.4,0,40,1.7,0
Morocco                                 ,"Mechanical, office and computing machinery",36.6,0,45,4.4,0,40,7.4,0
Morocco                                 ,Electrical machinery and electronic equipment,38.4,0,45,8.9,0,40,8.8,0
Morocco                                 ,Transport equipment,38.4,0,45,11.5,0,40,9.9,0
Morocco                                 ,Other Manufactures,39.2,0,45,6.8,0,40,2.9,0
"Moldova, Republic of                    ",Live animals and meat,17.1,0.9,28,15.6,13.5,28,1.0,4.6
